val_id,id,study_id,is_the_model_published_previously,method,method_sub,domain,sd_origin,metric_origin,n_classes,k_folds,n_participants,test_environment,test_protocol,validation_type,age_group,test_device,metric,mean,sd,yi,vi_fold,vi_class,vi_ext,vi_use,vi_source,method_group,miss_n_classes,miss_k_folds,n_classes_imp,k_folds_imp,c_n_classes,c_k_folds,env_re,prot_re,dom_re,se_use,est,ci_l,ci_u,auth_year,method_lab,row_lab
71,7483,Felton 2023,Yes - Webster 1982 algorthm,Threshold / Cutpoint,Threshold,Sleep,NA,aggregate_cm,2,NA,31,Laboratory,Structured,External,Adults,Apple; Custom,Specificity,0.335,NA,-0.685656509,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.335,0.191498724,0.517240187,Row 7483,Threshold / Cutpoint,Felton 2023 – Threshold / Cutpoint – 71
73,7483,Felton 2023,Yes - Kripke 2010 algorithm,Threshold / Cutpoint,Threshold,Sleep,NA,aggregate_cm,2,NA,31,Laboratory,Structured,External,Adults,Apple; Custom,Specificity,0.348,NA,-0.627842082,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.348,0.200609924,0.531658223,Row 7483,Threshold / Cutpoint,Felton 2023 – Threshold / Cutpoint – 73
70,7483,Felton 2023,Yes - Cole-Kripke 1992 algorithm,Threshold / Cutpoint,Threshold,Sleep,NA,aggregate_cm,2,NA,31,Laboratory,Structured,External,Adults,Apple; Custom,Specificity,0.384,NA,-0.472604411,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.384,0.226663275,0.570046334,Row 7483,Threshold / Cutpoint,Felton 2023 – Threshold / Cutpoint – 70
301,36434,Logacjov 2025,No,Heuristic Rule,HeuristicRule,Sleep,cv_folds,per_class,2,5,100,Laboratory,Structured,Cross-validation,Older adults,Empatica,Specificity,0.388,0.219,-0.455726943,0.170118651,NA,NA,0.170118651,cv_folds,Threshold,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.412454423,0.388,0.220262448,0.587268224,Row 36434,Heuristic Rule,Logacjov 2025 – Heuristic Rule – 301
307,37664,Chen 2026,Yes - Sadeh 1994 algorithm (GGIR),Threshold / Cutpoint,Threshold,Sleep,participants,per_class,2,NA,30,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.39,0.2,-0.447312218,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.39,0.231127291,0.576233994,Row 37664,Threshold / Cutpoint,Chen 2026 – Threshold / Cutpoint – 307
297,36434,Logacjov 2025,No,Deep Learning,ANN,Sleep,cv_folds,per_class,2,31,31,Laboratory,Structured,Cross-validation,Adults,Apple,Specificity,0.407,0.198,-0.376381214,0.021710533,NA,NA,0.021710533,cv_folds,Other,0,0,2,31,-0.628078818,8.347826087,Laboratory,Structured,Sleep,0.147344945,0.407,0.339577562,0.478117706,Row 36434,Deep Learning,Logacjov 2025 – Deep Learning – 297
197,984,Walch 2019,No,Classical ML,ANN,Sleep,NA,aggregate_cm,2,50,31,Laboratory,Structured,Cross-validation,Adults,Apple,Specificity,0.408,NA,-0.37223946,NA,NA,NA,0.148242524,constant,Other,0,0,2,50,-0.628078818,27.34782609,Laboratory,Structured,Sleep,0.385022758,0.408,0.244736594,0.594453064,Row 984,Classical ML,Walch 2019 – Classical ML – 197
198,984,Walch 2019,No,Linear / GLM,LogisticRegression,Sleep,NA,aggregate_cm,2,50,31,Laboratory,Structured,Cross-validation,Adults,Apple,Specificity,0.415,NA,-0.343333327,NA,NA,NA,0.148242524,constant,Threshold,0,0,2,50,-0.628078818,27.34782609,Laboratory,Structured,Sleep,0.385022758,0.415,0.250118961,0.601402257,Row 984,Linear / GLM,Walch 2019 – Linear / GLM – 198
299,36434,Logacjov 2025,Yes - Yuan 2024,Deep Learning,CNN_LSTM,Sleep,cv_folds,per_class,2,31,31,Laboratory,Structured,External,Adults,Apple,Specificity,0.425,0.215,-0.302280872,0.02496903,NA,NA,0.02496903,cv_folds,Other,0,0,2,31,-0.628078818,8.347826087,Laboratory,Structured,Sleep,0.158015918,0.425,0.351604914,0.501857573,Row 36434,Deep Learning,Logacjov 2025 – Deep Learning – 299
40,804,Chao 2021,No,Linear / GLM,LogisticRegression,Sleep,external_test,aggregate_cm,2,NA,31,Laboratory,Structured,External,Adults,Apple; ActivInsights,Specificity,0.429,0.19,-0.285932291,NA,NA,0.601617417,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.429,0.261038697,0.615078933,Row 804,Linear / GLM,Chao 2021 – Linear / GLM – 40
109,5753,Mahadevan 2021,Yes - implements published Cole-Kripke-Webster heuristically with open-source activity index proxy,Heuristic Rule,HeuristicRule,Sleep,cv_folds,aggregate_cm,2,32,32,Laboratory,Structured,Cross-validation,Children and Youth; Adults,ActivInsights,Specificity,0.44,0.24,-0.241162057,0.029647706,NA,NA,0.029647706,cv_folds,Threshold,0,0,2,32,-0.628078818,9.347826087,Laboratory,Structured,Sleep,0.172185093,0.44,0.359244476,0.524061581,Row 5753,Heuristic Rule,Mahadevan 2021 – Heuristic Rule – 109
194,417,vanHees 2015,No,Heuristic Rule,HeuristicRule,Sleep,external_test,aggregate_cm,2,NA,28,Laboratory,Structured,External,Adults; Older adults,ActivInsights,Specificity,0.45,0.23,-0.200670695,NA,NA,0.863585348,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.45,0.277817129,0.635057076,Row 417,Heuristic Rule,vanHees 2015 – Heuristic Rule – 194
298,36434,Logacjov 2025,No,Heuristic Rule,HeuristicRule,Sleep,cv_folds,per_class,2,31,31,Laboratory,Structured,Cross-validation,Adults,Apple,Specificity,0.453,0.226,-0.188556677,0.02683392,NA,NA,0.02683392,cv_folds,Threshold,0,0,2,31,-0.628078818,8.347826087,Laboratory,Structured,Sleep,0.163810624,0.453,0.375281321,0.533079645,Row 36434,Heuristic Rule,Logacjov 2025 – Heuristic Rule – 298
146,5408,Patterson 2023,Yes - van Hees 2015,Heuristic Rule,HeuristicRule,Sleep,external_test,aggregate_cm,2,NA,28,Laboratory,Structured,External,Adults; Older adults,ActivInsights,Specificity,0.475,0.002,-0.100083459,NA,NA,6.43E-05,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.475,0.29844198,0.658037569,Row 5408,Heuristic Rule,Patterson 2023 – Heuristic Rule – 146
42,804,Chao 2021,No,Classical ML,RandomForest,Sleep,external_test,aggregate_cm,2,NA,27,Laboratory,Structured,External,Adults,Apple; ActivInsights,Specificity,0.476,0.21,-0.09607383,NA,NA,0.708862676,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.476,0.299282171,0.65893926,Row 804,Classical ML,Chao 2021 – Classical ML – 42
176,687,TeLindert 2020,Yes -  Oakley 1997 Sleep algorithm + Immobile-mobile algorithm Meltzer 2015,Threshold / Cutpoint,Threshold,Sleep,external_test,aggregate_cm,2,NA,11,Laboratory,Structured,Hold-out,Adults; Older adults,ActivInsights,Specificity,0.483,0.195,-0.068026221,NA,NA,0.609809064,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.483,0.305197012,0.665214248,Row 687,Threshold / Cutpoint,TeLindert 2020 – Threshold / Cutpoint – 176
105,18650,Peraza 2020,No,Deep Learning,CNN_Fusion,Sleep,NA,aggregate_cm,2,NA,53,Laboratory,Structured,External,NA,Axivity; Custom; ActivInsights,Specificity,0.5,NA,0,NA,NA,NA,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.5,0.319810108,0.680189892,Row 18650,Deep Learning,Peraza 2020 – Deep Learning – 105
152,1183,Roscoe 2017,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,21,Laboratory,Structured,Apparent,Children and Youth,ActivInsights,Specificity,0.5,0.361,0,NA,0.695045333,NA,0.695045333,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.833693789,0.5,0.163277697,0.836722303,Row 1183,Threshold / Cutpoint,Roscoe 2017 – Threshold / Cutpoint – 152
177,687,TeLindert 2020,Yes -  Oakley 1997 Sleep algorithm + Immobile-mobile algorithm Meltzer 2015,Threshold / Cutpoint,Threshold,Sleep,external_test,aggregate_cm,2,NA,12,Laboratory,Structured,Hold-out,Adults; Older adults,ActivInsights,Specificity,0.508,0.196,0.032002731,NA,NA,0.614970825,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.508,0.32681149,0.687110996,Row 687,Threshold / Cutpoint,TeLindert 2020 – Threshold / Cutpoint – 177
205,5985,Yuan 2024,No,Deep Learning,CNN_LSTM,Sleep,external_test,aggregate_cm,2,NA,52,Laboratory,Structured,External,Adults,ActiGraph; Axivity; ActivInsights,Specificity,0.5425,NA,0.170411201,NA,NA,NA,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.5425,0.35795907,0.71607114,Row 5985,Deep Learning,Yuan 2024 – Deep Learning – 205
80,10688,Fujimoto 2018,No,Threshold / Cutpoint,Threshold,Sleep,NA,aggregate_cm,2,NA,100,Laboratory,Structured,Apparent,Adults,Custom,Specificity,0.543,NA,0.172425929,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.543,0.358422236,0.716480583,Row 10688,Threshold / Cutpoint,Fujimoto 2018 – Threshold / Cutpoint – 80
302,36434,Logacjov 2025,Yes - Yuan 2024,Deep Learning,CNN_LSTM,Sleep,cv_folds,per_class,2,5,100,Laboratory,Structured,External,Older adults,Empatica,Specificity,0.547,0.195,0.188556677,0.123859169,NA,NA,0.123859169,cv_folds,Other,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.351936314,0.547,0.377249661,0.706480568,Row 36434,Deep Learning,Logacjov 2025 – Deep Learning – 302
300,36434,Logacjov 2025,No,Deep Learning,ANN,Sleep,cv_folds,per_class,2,5,100,Laboratory,Structured,Cross-validation,Older adults,Empatica,Specificity,0.567,0.225,0.269621576,0.167978277,NA,NA,0.167978277,cv_folds,Other,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.40985153,0.567,0.369657267,0.74515383,Row 36434,Deep Learning,Logacjov 2025 – Deep Learning – 300
293,35999,Cepni 2025,Yes - Sadeh 1994 algorithm (GGIR),Threshold / Cutpoint,Threshold,Sleep,participants,per_class,2,NA,110,Laboratory,Structured,External,Children and Youth,ActiGraph,Specificity,0.571,0.34,0.285932291,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.571,0.384921067,0.738961303,Row 35999,Threshold / Cutpoint,Cepni 2025 – Threshold / Cutpoint – 293
118,54,Marcotte 2020,Yes - Hildebrand 2017,Threshold / Cutpoint,Threshold,Activity type,NA,per_class,2,NA,48,Free-living,Unstructured,External,Children and Youth,ActiGraph,Specificity,0.574,NA,0.29819005,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Free-living,Unstructured,Activity type,0.385022758,0.574,0.387827238,0.741318859,Row 54,Threshold / Cutpoint,Marcotte 2020 – Threshold / Cutpoint – 118
95,8106,Huang 2022,No,Deep Learning,CNN_Attention,Sleep,cv_folds,aggregate_cm,2,5,31,Laboratory,Structured,Cross-validation,Adults,Apple,Specificity,0.576,NA,0.306374205,NA,NA,NA,0.148242524,constant,Other,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.385022758,0.576,0.389772072,0.742885193,Row 8106,Deep Learning,Huang 2022 – Deep Learning – 95
204,11204,Yoshida 2017,No,Threshold / Cutpoint,Threshold,Sleep,NA,aggregate_cm,2,NA,261,Laboratory,Structured,Apparent,Adults; Older adults,Suzuken Co.,Specificity,0.579,NA,0.318669644,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.579,0.392700472,0.745226683,Row 11204,Threshold / Cutpoint,Yoshida 2017 – Threshold / Cutpoint – 204
114,54,Marcotte 2020,Yes - Rowlands 2014,Classical ML,DecisionTree,Activity type,NA,per_class,2,NA,48,Free-living,Unstructured,External,Children and Youth,ActiGraph,Specificity,0.588,NA,0.355703599,NA,NA,NA,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Free-living,Unstructured,Activity type,0.385022758,0.588,0.401566801,0.752194022,Row 54,Classical ML,Marcotte 2020 – Classical ML – 114
184,10036,Trevenen 2019,No,Probabilistic Temporal,HMM,Sleep,cv_folds,aggregate_cm,2,10,242,Laboratory,Structured,Cross-validation,Adults,ActiGraph,Specificity,0.628,0.287,0.523646312,0.150924111,NA,NA,0.150924111,cv_folds,Other,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Sleep,0.388489525,0.628,0.440830264,0.783314245,Row 10036,Probabilistic Temporal,Trevenen 2019 – Probabilistic Temporal – 184
156,124,Ryser 2023,No,Heuristic Rule,HeuristicRule,Sleep,NA,aggregate_cm,2,NA,19,Laboratory,Structured,Hold-out,Adults,ZurichMOVE,Specificity,0.6462,NA,0.602377272,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.6462,0.462006546,0.795275248,Row 124,Heuristic Rule,Ryser 2023 – Heuristic Rule – 156
306,37664,Chen 2026,Yes - vanHees 2015,Heuristic Rule,HeuristicRule,Sleep,participants,per_class,2,NA,30,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.65,0.18,0.619039208,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.65,0.466150506,0.797974677,Row 37664,Heuristic Rule,Chen 2026 – Heuristic Rule – 306
101,7472,Kim 2023,No,Classical ML,RandomForest,Sleep,NA,macro,2,NA,30,Laboratory,Structured,Apparent,Adults,Maxim Integrated,Specificity,0.6538,NA,0.635784852,NA,NA,NA,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.6538,0.470319996,0.800660795,Row 7472,Classical ML,Kim 2023 – Classical ML – 101
292,35999,Cepni 2025,Yes - vanHees 2015,Heuristic Rule,HeuristicRule,Sleep,participants,per_class,2,NA,110,Laboratory,Structured,External,Children and Youth,ActiGraph,Specificity,0.66,0.238,0.663294217,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.66,0.477178271,0.805015086,Row 35999,Heuristic Rule,Cepni 2025 – Heuristic Rule – 292
206,5985,Yuan 2024,No,Deep Learning,CNN_LSTM,Sleep,cv_folds,aggregate_cm,2,5,1688,Laboratory,Structured,Apparent,Adults,ActiGraph; Axivity; ActivInsights,Specificity,0.6658,NA,0.689249709,NA,NA,NA,0.148242524,constant,Other,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.385022758,0.6658,0.4836571,0.809056984,Row 5985,Deep Learning,Yuan 2024 – Deep Learning – 206
27,7678,Bianchim 2023,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,28,28,Laboratory,Structured,Cross-validation,Children and Youth,ActiGraph,Specificity,0.684,0.094,0.772215704,NA,0.063044628,NA,0.063044628,classes,Threshold,0,0,3,28,0.371921182,5.347826087,Laboratory,Structured,Activity intensity,0.251086893,0.684,0.569567159,0.779773342,Row 7678,Threshold / Cutpoint,Bianchim 2023 – Threshold / Cutpoint – 27
54,577,Duncan 2020,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,20,Laboratory,Structured,Apparent,Children and Youth,ActivInsights,Specificity,0.6895,0.2213,0.797782796,NA,0.534245758,NA,0.534245758,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.730921171,0.6895,0.346417811,0.902945392,Row 577,Threshold / Cutpoint,Duncan 2020 – Threshold / Cutpoint – 54
128,8620,Mikulec 2021,Yes - van Hees 2015,Heuristic Rule,HeuristicRule,Sleep,NA,aggregate_cm,2,NA,11,Laboratory,Structured,External,Adults; Older adults,ActivInsights,Specificity,0.7,NA,0.84729786,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.7,0.523146757,0.832289697,Row 8620,Heuristic Rule,Mikulec 2021 – Heuristic Rule – 128
291,35984,Skjødt 2025,No,Classical ML,RandomForest,Activity intensity,classes,macro,2,NA,26,Laboratory,Hybrid,Hold-out,Older adults,ActivInsights,Specificity,0.71,NA,0.895384047,NA,NA,NA,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Hybrid,Activity intensity,0.385022758,0.71,0.535126898,0.838894923,Row 35984,Classical ML,Skjødt 2025 – Classical ML – 291
102,513,Kuo 2017,No,Heuristic Rule,HeuristicRule,Sleep,NA,aggregate_cm,2,NA,59,Laboratory,Structured,Hold-out,Adults,Custom,Specificity,0.713,NA,0.909999205,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.713,0.538760723,0.840860395,Row 513,Heuristic Rule,Kuo 2017 – Heuristic Rule – 102
175,884,Tabar 2021,No,Classical ML,RandomForest,Sleep,cv_folds,aggregate_cm,2,20,20,Free-living,Structured,Cross-validation,Adults,ActivInsights,Specificity,0.7146,NA,0.917831241,NA,NA,NA,0.148242524,constant,Other,0,0,2,20,-0.628078818,-2.652173913,Free-living,Structured,Sleep,0.385022758,0.7146,0.540706365,0.841905637,Row 884,Classical ML,Tabar 2021 – Classical ML – 175
52,105,Duncan 2020,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,20,Laboratory,Structured,Apparent,Older adults,ActivInsights,Specificity,0.7175,0.1011,0.932094397,NA,0.124391756,NA,0.124391756,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.352692155,0.7175,0.559915167,0.83525951,Row 105,Threshold / Cutpoint,Duncan 2020 – Threshold / Cutpoint – 52
51,4137,Duncan 2019,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,30,Laboratory,Structured,Apparent,Children and Youth,ActivInsights,Specificity,0.72,0.1612,0.944461609,NA,0.319682618,NA,0.319682618,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.565404827,0.72,0.459158237,0.886215624,Row 4137,Threshold / Cutpoint,Duncan 2019 – Threshold / Cutpoint – 51
53,105,Duncan 2020,Yes - Sanders 2019,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,23,Laboratory,Structured,External,Older adults,ActivInsights,Specificity,0.72,0.1131,0.944461609,NA,0.157367179,NA,0.157367179,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.396695322,0.72,0.54163804,0.848384268,Row 105,Threshold / Cutpoint,Duncan 2020 – Threshold / Cutpoint – 53
47,377,Crotti 2020,No,Threshold / Cutpoint,Threshold,Activity type,classes,macro,3,NA,10,Hybrid,Hybrid,Hold-out,Children and Youth,ActiGraph,Specificity,0.7223,0.1351,0.955899171,NA,0.151217639,NA,0.151217639,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Hybrid,Hybrid,Activity type,0.388867123,0.7223,0.548279015,0.847881199,Row 377,Threshold / Cutpoint,Crotti 2020 – Threshold / Cutpoint – 47
26,7678,Bianchim 2023,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,35,35,Laboratory,Structured,Cross-validation,Children and Youth,ActiGraph,Specificity,0.723,0.051,0.959391716,NA,0.02161638,NA,0.02161638,classes,Threshold,0,0,3,35,0.371921182,12.34782609,Laboratory,Structured,Activity intensity,0.1470251,0.723,0.661776848,0.776877358,Row 7678,Threshold / Cutpoint,Bianchim 2023 – Threshold / Cutpoint – 26
191,34730,van Loo 2017,Yes - Phillips 2013,Threshold / Cutpoint,Threshold,Activity type,NA,per_class,2,NA,25,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.729,NA,0.989554911,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity type,0.385022758,0.729,0.558458995,0.851219697,Row 34730,Threshold / Cutpoint,van Loo 2017 – Threshold / Cutpoint – 191
85,2608,Hibbing 2018,Yes - Hildebrand 2014,Threshold / Cutpoint,Threshold,Activity type,classes,macro,3,NA,27,Free-living,Unstructured,External,Children and Youth,ActiGraph,Specificity,0.7328,0.312,1.008875372,NA,0.846338514,NA,0.846338514,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Free-living,Unstructured,Activity type,0.919966583,0.7328,0.311254884,0.943321375,Row 2608,Threshold / Cutpoint,Hibbing 2018 – Threshold / Cutpoint – 85
192,34730,van Loo 2017,Yes - Phillips 2013,Threshold / Cutpoint,Threshold,Activity type,NA,per_class,2,NA,32,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.733,NA,1.009897043,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity type,0.385022758,0.733,0.56346888,0.853777558,Row 34730,Threshold / Cutpoint,van Loo 2017 – Threshold / Cutpoint – 192
106,51,Lamprecht 2015,No,Classical ML,QuadraticDiscriminant,Sleep,cv_folds,aggregate_cm,2,24,24,Laboratory,Structured,Cross-validation,Children and Youth,Custom,Specificity,0.734,0.108,1.01501272,0.01274914,NA,NA,0.01274914,cv_folds,Other,0,0,2,24,-0.628078818,1.347826087,Laboratory,Structured,Sleep,0.112912088,0.734,0.688626318,0.774922879,Row 51,Classical ML,Lamprecht 2015 – Classical ML – 106
92,46,Hildebrand 2017,No,Threshold / Cutpoint,Threshold,Activity type,NA,per_class,2,10,30,Laboratory,Structured,Cross-validation,Children and Youth; Adults,ActiGraph,Specificity,0.74,NA,1.045968555,NA,NA,NA,0.148242524,constant,Threshold,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Activity type,0.385022758,0.74,0.572320227,0.858223558,Row 46,Threshold / Cutpoint,Hildebrand 2017 – Threshold / Cutpoint – 92
93,46,Hildebrand 2017,No,Threshold / Cutpoint,Threshold,Activity type,NA,per_class,2,10,30,Laboratory,Structured,Cross-validation,Adults,ActiGraph,Specificity,0.74,NA,1.045968555,NA,NA,NA,0.148242524,constant,Threshold,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Activity type,0.385022758,0.74,0.572320227,0.858223558,Row 46,Threshold / Cutpoint,Hildebrand 2017 – Threshold / Cutpoint – 93
117,54,Marcotte 2020,Yes - Bakrania 2016,Threshold / Cutpoint,Threshold,Activity type,NA,per_class,2,NA,48,Free-living,Unstructured,External,Children and Youth,ActiGraph,Specificity,0.741,NA,1.051172564,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Free-living,Unstructured,Activity type,0.385022758,0.741,0.573593529,0.858855581,Row 54,Threshold / Cutpoint,Marcotte 2020 – Threshold / Cutpoint – 117
25,7678,Bianchim 2023,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,28,28,Laboratory,Structured,Cross-validation,Children and Youth,ActivInsights,Specificity,0.75,0.041,1.098612289,NA,0.01593837,NA,0.01593837,classes,Threshold,0,0,3,28,0.371921182,5.347826087,Laboratory,Structured,Activity intensity,0.126247259,0.75,0.700812029,0.793484235,Row 7678,Threshold / Cutpoint,Bianchim 2023 – Threshold / Cutpoint – 25
30,6979,Bianchim 2024,No,Classical ML,GradientBoosting,Activity intensity,classes,NA,4,10,28,Laboratory,Structured,Cross-validation,Children and Youth,ActiGraph,Specificity,0.75,0.5,1.098612289,NA,1.777777778,NA,1.777777778,classes,Other,0,0,4,10,1.371921182,-12.65217391,Laboratory,Structured,Activity intensity,1.333333333,0.75,0.180240188,0.976152644,Row 6979,Classical ML,Bianchim 2024 – Classical ML – 30
37,194,Cakmak 2020,No,Probabilistic Temporal,StateSpace,Sleep,external_test,aggregate_cm,2,NA,32,Laboratory,Structured,Hold-out,Older adults,Empatica,Specificity,0.75,0.2,1.098612289,NA,NA,1.137777778,0.148242524,constant,Other,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Sleep,0.385022758,0.75,0.585153997,0.864509046,Row 194,Probabilistic Temporal,Cakmak 2020 – Probabilistic Temporal – 37
56,105,Duncan 2020,"Yes - Hildebrand 2014, 2017",Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,23,Laboratory,Structured,External,Older adults,ActivInsights,Specificity,0.75,0.2263,1.098612289,NA,0.728344036,NA,0.728344036,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.853430744,0.75,0.360288552,0.941107108,Row 105,Threshold / Cutpoint,Duncan 2020 – Threshold / Cutpoint – 56
90,46,Hildebrand 2017,No,Threshold / Cutpoint,Threshold,Activity type,NA,per_class,2,10,30,Laboratory,Structured,Cross-validation,Children and Youth,ActivInsights,Specificity,0.75,NA,1.098612289,NA,NA,NA,0.148242524,constant,Threshold,0,0,2,10,-0.628078818,-12.65217391,Laboratory,Structured,Activity type,0.385022758,0.75,0.585153997,0.864509046,Row 46,Threshold / Cutpoint,Hildebrand 2017 – Threshold / Cutpoint – 90
96,8106,Huang 2022,No,Deep Learning,CNN_Attention,Sleep,cv_folds,aggregate_cm,2,5,27,Laboratory,Structured,Cross-validation,Adults,ActivInsights,Specificity,0.7509,NA,1.103418065,NA,NA,NA,0.148242524,constant,Other,0,0,2,5,-0.628078818,-17.65217391,Laboratory,Structured,Sleep,0.385022758,0.7509,0.586320114,0.865070977,Row 8106,Deep Learning,Huang 2022 – Deep Learning – 96
190,34730,van Loo 2017,Yes - Schaefer 2014,Threshold / Cutpoint,Threshold,Activity type,NA,per_class,2,NA,32,Laboratory,Structured,External,Children and Youth,ActivInsights,Specificity,0.751,NA,1.103952755,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity type,0.385022758,0.751,0.586449797,0.865133375,Row 34730,Threshold / Cutpoint,van Loo 2017 – Threshold / Cutpoint – 190
29,7678,Bianchim 2023,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,35,35,Laboratory,Structured,Cross-validation,Children and Youth,ActiGraph,Specificity,0.752,0.112,1.109307578,NA,0.12021973,NA,0.12021973,classes,Threshold,0,0,3,35,0.371921182,12.34782609,Laboratory,Structured,Activity intensity,0.346727169,0.752,0.605807361,0.856791481,Row 7678,Threshold / Cutpoint,Bianchim 2023 – Threshold / Cutpoint – 29
46,377,Crotti 2020,No,Threshold / Cutpoint,Threshold,Activity type,classes,macro,4,NA,10,Hybrid,Hybrid,Hold-out,Children and Youth,ActiGraph,Specificity,0.7528,0.16,1.113601863,NA,0.184809299,NA,0.184809299,classes,Threshold,0,1,4,22.65217391,1.371921182,0,Hybrid,Hybrid,Activity type,0.429894521,0.7528,0.567340498,0.876120587,Row 377,Threshold / Cutpoint,Crotti 2020 – Threshold / Cutpoint – 46
