val_id,id,study_id,is_the_model_published_previously,method,method_sub,domain,sd_origin,metric_origin,n_classes,k_folds,n_participants,test_environment,test_protocol,validation_type,age_group,test_device,metric,mean,sd,yi,vi_fold,vi_class,vi_ext,vi_use,vi_source,method_group,miss_n_classes,miss_k_folds,n_classes_imp,k_folds_imp,c_n_classes,c_k_folds,env_re,prot_re,dom_re,se_use,est,ci_l,ci_u,auth_year,method_lab,row_lab
17,662,Bakrania 2016,No,Threshold / Cutpoint,Threshold,Activity type,classes,macro,2,33,33,Laboratory,Structured,Cross-validation,Adults,ActiGraph,Specificity,0.902,0.197,2.219647041,NA,2.483345983,NA,2.483345983,classes,Threshold,0,0,2,33,-0.628078818,10.34782609,Laboratory,Structured,Activity type,1.575863567,0.902,0.295452942,0.995074244,Row 662,Threshold / Cutpoint,Bakrania 2016 – Threshold / Cutpoint – 17
122,524,Meredith-Jones 2024,Yes - van Hees 2018,Heuristic Rule,HeuristicRule,Sleep,NA,aggregate_cm,2,NA,137,Free-living,Unstructured,External,Children and Youth,Axivity,Specificity,0.906,NA,2.265744524,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Free-living,Unstructured,Sleep,0.385022758,0.906,0.819224157,0.953486786,Row 524,Heuristic Rule,Meredith-Jones 2024 – Heuristic Rule – 122
161,5580,Sasaki 2016,No,Classical ML,RandomForest,Activity type,classes,macro,5,15,15,Free-living,Unstructured,Cross-validation,Older adults,ActiGraph,Specificity,0.9079,0.0369,2.288259297,NA,0.038948204,NA,0.038948204,classes,Other,0,0,5,15,2.371921182,-7.652173913,Free-living,Unstructured,Activity type,0.197352993,0.9079,0.870055258,0.935539526,Row 5580,Classical ML,Sasaki 2016 – Classical ML – 161
16,662,Bakrania 2016,No,Threshold / Cutpoint,Threshold,Activity type,classes,macro,2,33,33,Laboratory,Structured,Cross-validation,Adults,ActivInsights,Specificity,0.91,0.1847,2.313634929,NA,2.542939288,NA,2.542939288,classes,Threshold,0,0,2,33,-0.628078818,10.34782609,Laboratory,Structured,Activity type,1.594659615,0.91,0.307486209,0.995675685,Row 662,Threshold / Cutpoint,Bakrania 2016 – Threshold / Cutpoint – 16
158,307,Sanders 2019,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,34,Laboratory,Structured,Hold-out,Older adults,ActiGraph,Specificity,0.91,0.0283,2.313634929,NA,0.059700102,NA,0.059700102,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.244336043,0.91,0.862324987,0.942271016,Row 307,Threshold / Cutpoint,Sanders 2019 – Threshold / Cutpoint – 158
119,2919,Mardini 2020,No,Deep Learning,CNN_LSTM,Activity type,classes,macro,3,10,145,Laboratory,Structured,Cross-validation,Adults; Older adults,ActiGraph,Specificity,0.92,0.11,2.442347035,NA,0.744575063,NA,0.744575063,classes,Other,0,0,3,10,0.371921182,-12.65217391,Laboratory,Structured,Activity type,0.862887631,0.92,0.679415566,0.984227774,Row 2919,Deep Learning,Mardini 2020 – Deep Learning – 119
126,1051,Migueles 2021,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,19,Laboratory,Structured,External,Older adults,ActiGraph,Specificity,0.925,0.0912,2.512305624,NA,0.864079474,NA,0.864079474,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Structured,Activity intensity,0.929558752,0.925,0.666049334,0.98705787,Row 1051,Threshold / Cutpoint,Migueles 2021 – Threshold / Cutpoint – 126
58,4094,Ellis 2016,No,Hybrid / Ensemble,RF + HMM,Activity type,NA,macro,4,40,40,Free-living,Unstructured,Cross-validation,Adults,ActiGraph,Specificity,0.93,NA,2.586689344,NA,NA,NA,0.148242524,constant,Other,0,0,4,40,1.371921182,17.34782609,Free-living,Unstructured,Activity type,0.385022758,0.93,0.862005133,0.965819906,Row 4094,Hybrid / Ensemble,Ellis 2016 – Hybrid / Ensemble – 58
123,524,Meredith-Jones 2024,Yes - van Hees 2018,Heuristic Rule,HeuristicRule,Sleep,NA,aggregate_cm,2,NA,137,Free-living,Unstructured,External,Children and Youth,ActiGraph,Specificity,0.931,NA,2.602152773,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Free-living,Unstructured,Sleep,0.385022758,0.931,0.863834268,0.966326721,Row 524,Heuristic Rule,Meredith-Jones 2024 – Heuristic Rule – 123
21,9734,Barouni 2020,No,Threshold / Cutpoint,Threshold,Sleep,classes,macro,3,NA,93,Hybrid,Hybrid,Apparent,Adults,Movisens,Specificity,0.9335,0.0472,2.641739015,NA,0.192704035,NA,0.192704035,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Hybrid,Hybrid,Sleep,0.438980677,0.9335,0.855861866,0.97074863,Row 9734,Threshold / Cutpoint,Barouni 2020 – Threshold / Cutpoint – 21
145,4554,Papadopoulos 2015,No,Threshold / Cutpoint,Threshold,Activity type,NA,macro,2,NA,17,Free-living,Unstructured,Hold-out,Older adults,Custom,Specificity,0.94,NA,2.751535313,NA,NA,NA,0.148242524,constant,Threshold,0,1,2,22.65217391,-0.628078818,0,Free-living,Unstructured,Activity type,0.385022758,0.94,0.880470235,0.970863096,Row 4554,Threshold / Cutpoint,Papadopoulos 2015 – Threshold / Cutpoint – 145
1,1795,Ahmadi 2018,No,Classical ML,RandomForest,Activity type,classes,macro,4,22,22,Laboratory,Structured,Cross-validation,Children and Youth; Adults,ActiGraph,Specificity,0.9427,0.0445,2.800447475,NA,0.169669497,NA,0.169669497,classes,Other,0,0,4,22,1.371921182,-0.652173913,Laboratory,Structured,Activity type,0.411909574,0.9427,0.880071214,0.97360395,Row 1795,Classical ML,Ahmadi 2018 – Classical ML – 1
110,13708,Mannini 2013,No,Classical ML,SVM,Activity type,classes,macro,4,33,33,Laboratory,Structured,Cross-validation,Adults; Older adults,Custom,Specificity,0.9474,0.0171,2.891005271,NA,0.029437029,NA,0.029437029,classes,Other,0,0,4,33,1.371921182,10.34782609,Laboratory,Structured,Activity type,0.171572228,0.9474,0.927890217,0.961848315,Row 13708,Classical ML,Mannini 2013 – Classical ML – 110
57,901,Ellis 2014,No,Classical ML,RandomForest,Activity type,classes,macro,4,40,40,Laboratory,Structured,Cross-validation,Adults,ActiGraph,Specificity,0.9518,0.043,2.982995908,NA,0.219629889,NA,0.219629889,classes,Other,0,0,4,40,1.371921182,17.34782609,Laboratory,Structured,Activity type,0.46864687,0.9518,0.887399392,0.980189693,Row 901,Classical ML,Ellis 2014 – Classical ML – 57
111,13708,Mannini 2013,No,Classical ML,SVM,Activity type,classes,macro,4,10,33,Laboratory,Structured,Cross-validation,Adults; Older adults,Custom,Specificity,0.9538,0.0149,3.027474208,NA,0.028583405,NA,0.028583405,classes,Other,0,0,4,10,1.371921182,-12.65217391,Laboratory,Structured,Activity type,0.169066273,0.9538,0.936796377,0.966393257,Row 13708,Classical ML,Mannini 2013 – Classical ML – 111
287,35984,Skjødt 2025,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,NA,50,Laboratory,Hybrid,Apparent,Older adults,ActivInsights,Specificity,0.96,0.014,3.17805383,NA,0.066460503,NA,0.066460503,classes,Threshold,0,1,2,22.65217391,-0.628078818,0,Laboratory,Hybrid,Activity intensity,0.257799347,0.96,0.93540044,0.975477608,Row 35984,Threshold / Cutpoint,Skjødt 2025 – Threshold / Cutpoint – 287
112,11841,Mannini 2017,No,Classical ML,SVM,Activity type,classes,macro,4,53,53,Laboratory,Structured,Cross-validation,Children and Youth; Adults; Older adults,Custom,Specificity,0.9614,0.0091,3.215138279,NA,0.015032802,NA,0.015032802,classes,Other,0,0,4,53,1.371921182,30.34782609,Laboratory,Structured,Activity type,0.122608329,0.9614,0.951423802,0.969393274,Row 11841,Classical ML,Mannini 2017 – Classical ML – 112
125,153,Mielke 2023,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,86,Laboratory,Structured,Apparent,Adults,ActiGraph,Specificity,0.963,0.012,3.259135499,NA,0.037808132,NA,0.037808132,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.194443132,0.963,0.946749481,0.974425294,Row 153,Threshold / Cutpoint,Mielke 2023 – Threshold / Cutpoint – 125
147,339,Pavey 2017,No,Classical ML,RandomForest,Activity type,classes,macro,4,21,21,Laboratory,Structured,Cross-validation,Adults,ActivInsights,Specificity,0.963,0.049,3.259135499,NA,0.472798561,NA,0.472798561,classes,Other,0,0,4,21,1.371921182,-1.652173913,Laboratory,Structured,Activity type,0.687603491,0.963,0.871180014,0.990115349,Row 339,Classical ML,Pavey 2017 – Classical ML – 147
84,1041,Hibbing 2018,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,2,30,30,Laboratory,Structured,Cross-validation,Adults,ActiGraph,Specificity,0.967,NA,3.377690934,NA,NA,NA,0.148242524,constant,Threshold,0,0,2,30,-0.628078818,7.347826087,Laboratory,Structured,Activity intensity,0.385022758,0.967,0.932330155,0.984208027,Row 1041,Threshold / Cutpoint,Hibbing 2018 – Threshold / Cutpoint – 84
124,153,Mielke 2023,No,Threshold / Cutpoint,Threshold,Activity intensity,classes,macro,3,NA,86,Laboratory,Structured,Apparent,Adults,ActivInsights,Specificity,0.97,0.012,3.47609869,NA,0.056683317,NA,0.056683317,classes,Threshold,0,1,3,22.65217391,0.371921182,0,Laboratory,Structured,Activity intensity,0.238082585,0.97,0.952999531,0.98097402,Row 153,Threshold / Cutpoint,Mielke 2023 – Threshold / Cutpoint – 124
113,11841,Mannini 2017,No,Classical ML,SVM,Activity type,classes,macro,4,20,20,Laboratory,Structured,Cross-validation,Children and Youth,Custom,Specificity,0.9701,0.005,3.479540679,NA,0.00742856,NA,0.00742856,classes,Other,0,0,4,20,1.371921182,-2.652173913,Laboratory,Structured,Activity type,0.086189094,0.9701,0.96479101,0.974629524,Row 11841,Classical ML,Mannini 2017 – Classical ML – 113
130,4239,Montoye 2016,No,Classical ML,ANN,Activity type,classes,macro,3,40,40,Laboratory,Hybrid,Cross-validation,Adults,ActiGraph; ActivInsights,Specificity,0.9795,0.0236,3.866617351,NA,0.460453892,NA,0.460453892,classes,Other,0,0,3,40,0.371921182,17.34782609,Laboratory,Hybrid,Activity type,0.67856753,0.9795,0.926669815,0.994495172,Row 4239,Classical ML,Montoye 2016 – Classical ML – 130
207,2101,Zhang 2012,No,Classical ML,DecisionTree,Activity type,classes,macro,4,NA,20,Hybrid,Structured,Hold-out,Adults,Unilever & ActivInsights,Specificity,0.9879,0.0136,4.402376025,NA,0.323609389,NA,0.323609389,classes,Other,0,1,4,22.65217391,1.371921182,0,Hybrid,Structured,Activity type,0.568866759,0.9879,0.96399392,0.995999609,Row 2101,Classical ML,Zhang 2012 – Classical ML – 207
31,6979,Bianchim 2024,No,Classical ML,GradientBoosting,Activity intensity,classes,NA,4,10,28,Laboratory,Structured,Cross-validation,Children and Youth,ActivInsights,Specificity,1,NA,13.81550956,NA,NA,NA,0.148242524,constant,Other,0,0,4,10,1.371921182,-12.65217391,Laboratory,Structured,Activity intensity,0.385022758,1,0.999997873,1,Row 6979,Classical ML,Bianchim 2024 – Classical ML – 31
32,6979,Bianchim 2024,No,Classical ML,GradientBoosting,Activity intensity,classes,NA,4,10,35,Laboratory,Structured,Cross-validation,Children and Youth,ActivInsights,Specificity,1,NA,13.81550956,NA,NA,NA,0.148242524,constant,Other,0,0,4,10,1.371921182,-12.65217391,Laboratory,Structured,Activity intensity,0.385022758,1,0.999997873,1,Row 6979,Classical ML,Bianchim 2024 – Classical ML – 32
33,6979,Bianchim 2024,No,Classical ML,GradientBoosting,Activity intensity,classes,NA,4,10,35,Laboratory,Structured,Cross-validation,Children and Youth,ActiGraph,Specificity,1,NA,13.81550956,NA,NA,NA,0.148242524,constant,Other,0,0,4,10,1.371921182,-12.65217391,Laboratory,Structured,Activity intensity,0.385022758,1,0.999997873,1,Row 6979,Classical ML,Bianchim 2024 – Classical ML – 33
