other_std,other_std_lb,other_std_ub,linear_std,linear_std_lb,linear_std_ub,diff_std,diff_std_lb,diff_std_ub,p_std
25.38,11.95,38.8,20.23,11.88,28.59,5.14,-2.42,12.71,0.1825
